,DLD1_WT_BR1,DLD1_WT_BR2,HCT116_Gemcitabine2uM_BR1,HCT116_Gemcitabine2uM_BR2,HCT116_WT_BR1,HCT116_WT_BR2,U2OS_WT_BR1,U2OS_WT_BR2
8809,0.006893580353295993,0.006893580353295993,0.006462731581214994,0.004739336492890996,0.004308487720809996,0.002154243860404998,0.0034467901766479965,0.004739336492890996
75,0.007366482504604052,0.007892659826361484,0.0034201525914233097,0.002630886608787161,0.006314127861089187,0.0031570639305445935,0.0028939752696658773,0.002104709287029729
8277,0.006072874493927126,0.004723346828609987,0.008097165991902834,0.005398110661268556,0.007422402159244264,0.006747638326585695,0.002699055330634278,0.001349527665317139
903,0.005504587155963303,0.005963302752293578,0.0034403669724770644,0.0034403669724770644,0.0020642201834862386,0.002981651376146789,0.0027522935779816515,0.003669724770642202
6150,0.01569713758079409,0.01662049861495845,0.008310249307479225,0.006463527239150508,0.002770083102493075,0.010156971375807941,0.008310249307479225,0.0046168051708217915
7014,0.004419191919191919,0.006313131313131313,0.0031565656565656565,0.005681818181818182,0.005681818181818182,0.004419191919191919,0.0025252525252525255,0.004419191919191919
665,0.009850972467794898,0.009850972467794898,0.0027784794139934328,0.0035362465269007325,0.004546602677443799,0.003283657489264966,0.003283657489264966,0.004294013639808032
2693,0.009102730819245773,0.008777633289986996,0.0039011703511053317,0.006176853055916775,0.006501950585175552,0.0009752925877763329,0.002925877763328999,0.0019505851755526658
3984,0.006650041562759767,0.007481296758104738,0.005818786367414797,0.004156275976724855,0.0024937655860349127,0.0008312551953449709,0.0024937655860349127,0.0016625103906899418
3356,0.010218300046446818,0.008360427310729215,0.004644681839294009,0.005109150023223409,0.003251277287505806,0.0023223409196470044,0.00557361820715281,0.0037157454714352067
526,0.009271099744245524,0.0079923273657289,0.004475703324808184,0.003516624040920716,0.004475703324808184,0.003516624040920716,0.0012787723785166241,0.0038363171355498722
5619,0.005949656750572082,0.004118993135011442,0.004576659038901602,0.004576659038901602,0.002288329519450801,0.002745995423340961,0.005491990846681922,0.0018306636155606408
456,0.00909090909090909,0.005,0.005,0.007272727272727273,0.003863636363636364,0.003863636363636364,0.0025,0.001590909090909091
6509,0.009083402146985962,0.007018992568125516,0.0037159372419488025,0.004128819157720892,0.00495458298926507,0.00495458298926507,0.0016515276630883566,0.002064409578860446
9522,0.008373205741626795,0.0043859649122807015,0.0043859649122807015,0.001594896331738437,0.0027910685805422647,0.0023923444976076554,0.0023923444976076554,0.0035885167464114833
1021,0.009026128266033254,0.007125890736342043,0.005700712589073635,0.005225653206650831,0.005225653206650831,0.00332541567695962,0.0019002375296912114,0.0009501187648456057
5164,0.008382229673093043,0.006705783738474434,0.006705783738474434,0.002514668901927913,0.003352891869237217,0.002514668901927913,0.003352891869237217,0.003352891869237217
9958,0.0023923444976076554,0.007177033492822967,0.009569377990430622,0.0035885167464114833,0.0011961722488038277,0.0023923444976076554,0.0011961722488038277,0.0035885167464114833
8411,0.004177109440267335,0.003341687552213868,0.005847953216374269,0.00835421888053467,0.005012531328320802,0.00835421888053467,0.013366750208855471,0.002506265664160401
2709,0.008544199802826159,0.007229707525468288,0.001643115346697338,0.003614853762734144,0.003286230693394676,0.0026289845547157412,0.003943476832073612,0.0026289845547157412
8626,0.0035714285714285713,0.0035714285714285713,0.0035714285714285713,0.005357142857142857,0.0017857142857142857,,0.0125,0.007142857142857143
6940,0.008233841086867023,0.011939069575957185,0.004940304652120214,0.00699876492383697,0.007410456978180321,0.0032935364347468094,0.002470152326060107,0.004528612597776863
8892,0.0030745580322828594,0.006149116064565719,0.0030745580322828594,0.004611837048424289,0.003843197540353574,0.0007686395080707148,0.0030745580322828594,0.0015372790161414297
4976,0.013164080865068171,0.009402914903620122,0.008932769158439116,0.005171603196991067,0.005171603196991067,0.004701457451810061,0.004231311706629055,0.003291020216267043
7402,0.012329656067488644,0.011680726800778715,0.005840363400389357,0.001946787800129786,0.0006489292667099286,0.003893575600259572,0.0025957170668397143,0.001946787800129786
1357,0.006796116504854369,0.004466019417475728,0.0027184466019417475,0.0036893203883495147,0.005436893203883495,0.002524271844660194,0.0033009708737864077,0.0015533980582524273
7980,0.01065989847715736,0.01065989847715736,0.007106598984771574,0.005583756345177665,0.003553299492385787,0.0040609137055837565,0.003045685279187817,0.003045685279187817
7643,0.010511882998171846,0.006855575868372943,0.0031992687385740404,0.004113345521023766,0.002742230347349177,0.0022851919561243145,0.0018281535648994515,0.0022851919561243145
8370,0.014469453376205787,0.002411575562700965,0.001607717041800643,0.0040192926045016075,0.003215434083601286,0.005627009646302251,0.0008038585209003215,0.003215434083601286
528,0.006552602839461231,0.004004368401892974,0.0029122679286494356,0.006552602839461231,0.0032763014197306154,0.0010921004732435385,0.002184200946487077,0.004004368401892974
249,0.007908773220526025,0.0075409233032922565,0.005149898841272761,0.004046349089571455,0.0031267242964870333,0.0033106492551039177,0.004414199006805224,0.0038624241309545707
3483,0.007278835386338186,0.003919372900335946,0.003919372900335946,0.005039193729003359,0.0033594624860022394,0.0022396416573348264,0.003919372900335946,0.003919372900335946
5913,0.004910714285714286,0.003125,0.003125,0.0040178571428571425,0.0017857142857142857,0.0040178571428571425,0.0013392857142857143,0.002232142857142857
9707,0.01010886469673406,0.008553654743390357,0.005443234836702955,0.00933125972006221,0.005443234836702955,0.006220839813374806,0.012441679626749611,0.0038880248833592537
912,0.0019707207207207205,0.005067567567567568,0.0033783783783783786,0.003096846846846847,0.002815315315315315,0.00365990990990991,0.002815315315315315,0.0016891891891891893
993,0.008067018305926156,0.007756748371082842,0.007136208501396215,0.005274588892336333,0.0021718895439031957,0.004964318957493019,0.004033509152963078,0.005274588892336333
9364,0.010443864229765013,0.013054830287206266,0.0026109660574412533,,0.007832898172323759,0.0026109660574412533,0.005221932114882507,
8799,0.00854335753951303,0.005553182400683468,0.003844510892780863,0.006407518154634771,0.0025630072618539087,0.0025630072618539087,0.00299017513882956,0.00299017513882956
9244,0.0078125,0.0035511363636363635,0.002130681818181818,0.002130681818181818,0.0078125,0.004261363636363636,0.0014204545454545455,0.002840909090909091
856,0.008740359897172237,0.006940874035989717,0.0033419023136246786,0.003084832904884319,0.004884318766066838,0.0033419023136246786,0.004627249357326478,0.004627249357326478
5976,0.003911342894393742,0.0021729682746631897,0.004345936549326379,0.00651890482398957,0.001738374619730552,0.003042155584528466,0.002607561929595828,0.0021729682746631897
9377,0.009919404835709857,0.006819590824550527,0.005579665220086794,0.0049597024178549285,0.0043397396156230625,0.006819590824550527,0.0049597024178549285,0.0043397396156230625
4601,0.006024096385542169,0.0035140562248995983,0.0050200803212851405,0.004518072289156626,0.0015060240963855422,0.0030120481927710845,0.000502008032128514,0.002008032128514056
565,0.008707124010554089,0.009762532981530342,0.005277044854881266,0.005804749340369393,0.005013192612137203,0.0063324538258575196,0.00395778364116095,0.0036939313984168864
445,0.006740914419695193,0.005275498241500586,0.003223915592028136,0.003223915592028136,0.0035169988276670576,0.0020515826494724504,0.004103165298944901,0.0038100820633059787
6459,0.005060728744939271,0.0010121457489878543,0.005060728744939271,0.004048582995951417,0.003036437246963563,0.005060728744939271,0.0010121457489878543,0.0010121457489878543
888,0.005834305717619603,0.002333722287047841,0.002333722287047841,0.002333722287047841,0.002333722287047841,0.004667444574095682,,
3346,0.0045841519318926,0.0045841519318926,0.0006548788474132286,0.003929273084479371,0.007858546168958742,0.005893909626719057,0.0013097576948264572,0.003929273084479371
9773,0.01390644753476612,0.007585335018963337,0.005689001264222503,0.008217446270543615,0.0037926675094816687,0.004424778761061947,0.0037926675094816687,0.0037926675094816687
964,0.008788794287283713,0.006591595715462785,0.004394397143641857,0.0032957978577313925,0.0035704476792090085,0.0013732491073880802,0.0032957978577313925,0.0019225487503433123
9560,0.00872093023255814,0.014534883720930232,0.0029069767441860465,0.003633720930232558,0.005813953488372093,0.007994186046511628,0.0029069767441860465,0.003633720930232558
4198,0.00715648854961832,0.006202290076335878,0.0033396946564885495,0.004293893129770993,0.002385496183206107,0.0028625954198473282,0.0014312977099236641,0.0033396946564885495
3852,0.013688212927756654,0.009125475285171103,0.011406844106463879,0.012167300380228136,0.008365019011406844,0.009125475285171103,0.006844106463878327,0.0076045627376425855
8671,0.004739336492890996,0.006635071090047393,0.0042654028436018955,0.0014218009478672985,0.002369668246445498,0.002369668246445498,0.002369668246445498,0.0014218009478672985
6829,0.003291020216267043,0.006582040432534086,0.0023507287259050304,0.0018805829807240243,0.0018805829807240243,0.0018805829807240243,0.0023507287259050304,0.0023507287259050304
4722,0.007566706491437674,0.008363201911589008,0.00398247710075667,0.004380724810832338,0.00398247710075667,0.004380724810832338,0.0015929908403026682,0.0007964954201513341
3979,0.007220216606498195,0.006618531889290012,0.0018050541516245488,0.00421179302045728,0.0012033694344163659,0.0012033694344163659,0.0024067388688327317,0.00421179302045728
314,0.00640830027464144,0.004882514494964907,0.004882514494964907,0.006103143118706134,0.0033567287152883735,0.003051571559353067,0.00274641440341776,0.0015257857796765334
8238,0.0066056910569105695,0.00508130081300813,0.00508130081300813,0.002540650406504065,0.002540650406504065,0.001524390243902439,0.002540650406504065,0.004573170731707317
3684,0.006314839873703203,0.005863779882724403,0.0045105999097880016,0.009472259810554804,0.0036084799278304014,0.0031574199368516014,0.0045105999097880016,0.0027063599458728013
1813,0.012751159196290572,0.00463678516228748,0.0030911901081916537,0.00463678516228748,0.0019319938176197836,0.0034775888717156105,0.0007727975270479134,0.002704791344667697
9334,0.011138613861386138,0.009900990099009901,0.008663366336633664,0.005569306930693069,0.003094059405940594,0.003094059405940594,0.0018564356435643563,0.0018564356435643563
2933,0.005143591941705958,0.0038576939562794685,0.0038576939562794685,0.0042863266180882984,0.002571795970852979,,0.0012858979854264896,0.0004286326618088298
1138,0.01084010840108401,0.006925624811803674,0.0057211683227943394,0.004817825956037338,0.006323396567299007,0.0021077988557663355,0.004516711833785004,0.002408912978018669
9972,0.00530035335689046,0.0035335689045936395,0.0017667844522968198,0.0035335689045936395,0.00530035335689046,0.0035335689045936395,0.0017667844522968198,0.0017667844522968198
152,0.006798516687268232,0.005150391429748661,0.003708281829419036,0.003296250515039143,0.002472187886279357,0.001442109600329625,0.001854140914709518,0.0020601565718994645
7608,0.004918032786885246,0.007103825136612022,0.003825136612021858,0.001639344262295082,0.001639344262295082,0.001639344262295082,0.002185792349726776,0.002185792349726776
7396,0.007570977917981073,0.007570977917981073,0.0018927444794952682,0.0018927444794952682,0.006309148264984227,0.0037854889589905363,0.0018927444794952682,0.0006309148264984228
1100,0.010067114093959731,0.009787472035794184,0.0047539149888143175,0.0025167785234899327,0.003355704697986577,0.0039149888143176735,0.0019574944071588368,0.002796420581655481
1472,0.009298140371925615,0.004199160167966407,0.003899220155968806,0.0032993401319736052,0.0026994601079784043,0.004799040191961607,0.003599280143971206,0.0032993401319736052
7879,0.008247422680412371,0.005498281786941581,0.004123711340206186,0.0027491408934707906,0.003436426116838488,0.0027491408934707906,0.0027491408934707906,0.0006872852233676976
8013,0.027918781725888325,0.01015228426395939,0.0025380710659898475,0.01015228426395939,,,0.005076142131979695,0.0025380710659898475
2532,0.009219088937093275,0.0070498915401301515,0.0027114967462039045,0.005422993492407809,0.005422993492407809,0.004338394793926247,0.003796095444685466,0.0016268980477223427
9896,0.010044642857142858,0.004836309523809524,0.0018601190476190475,0.004836309523809524,0.002232142857142857,0.0026041666666666665,0.0033482142857142855,0.002976190476190476
167,0.00788912579957356,0.0061833688699360345,0.0029850746268656717,0.004477611940298508,0.004051172707889125,0.0042643923240938165,0.002345415778251599,0.00255863539445629
8096,0.00939306358381503,0.010476878612716763,0.0050578034682080926,0.002890173410404624,0.003973988439306358,0.0050578034682080926,0.001083815028901734,0.003973988439306358
5318,0.006306306306306306,0.009009009009009009,0.0018018018018018018,0.002702702702702703,0.005405405405405406,0.0009009009009009009,0.0009009009009009009,0.002702702702702703
786,0.008463817181548879,0.006347862886161659,0.005713076597545493,0.0065594583157003805,0.004231908590774439,0.0027507405840033854,0.005713076597545493,0.004866694879390605
356,0.006904303147077713,0.006262042389210019,0.003371868978805395,0.00401412973667309,0.002569043031470777,0.0019267822736030828,0.0016056518946692357,0.0020873474630700066
2886,0.006153846153846154,0.011692307692307693,0.0043076923076923075,0.0043076923076923075,0.0012307692307692308,0.006153846153846154,0.004923076923076923,0.004923076923076923
9524,0.005344995140913508,0.004859086491739553,0.005344995140913508,0.004373177842565598,0.004859086491739553,0.004859086491739553,0.003401360544217687,0.0009718172983479105
4660,0.012033694344163659,0.006016847172081829,0.0036101083032490976,0.0018050541516245488,0.00421179302045728,0.0024067388688327317,0.0018050541516245488,0.0012033694344163659
8068,0.011703511053315995,0.012136974425661032,0.0039011703511053317,0.005201560468140442,0.005201560468140442,0.008669267446900737,0.005201560468140442,0.004334633723450368
3944,0.00938722294654498,0.0070404172099087356,0.0031290743155149934,0.00469361147327249,0.0028683181225554106,0.003389830508474576,0.0018252933507170795,0.0031290743155149934
2656,0.014063656550703183,0.008142116950407105,0.005921539600296077,0.005921539600296077,0.0022205773501110288,0.0051813471502590676,0.0044411547002220575,0.005921539600296077
324,0.005064145847400405,0.003713706954760297,0.003038487508440243,0.002025658338960162,0.002025658338960162,0.002363268062120189,0.001012829169480081,0.002025658338960162
515,0.008816398501212255,0.006832708838439497,0.0046286092131364335,0.004187789288075821,0.0019836896627727575,0.004408199250606128,0.0028653295128939827,0.003967379325545515
1712,0.00813421453990849,0.0066090493136756485,0.005592272496187087,0.002541942043721403,0.003050330452465684,0.002541942043721403,0.001525165226232842,0.00864260294865277
8981,0.012066365007541479,0.008295625942684766,0.006787330316742082,0.004524886877828055,0.0030165912518853697,0.0022624434389140274,0.0022624434389140274,0.005279034690799397
761,0.006160164271047228,0.003593429158110883,0.002053388090349076,0.00513347022587269,0.001540041067761807,0.003593429158110883,0.004106776180698152,0.003593429158110883
2430,0.007724719101123595,0.009831460674157303,0.0035112359550561797,0.007022471910112359,0.007022471910112359,0.004213483146067416,0.006320224719101123,0.006320224719101123
1848,0.004154682007031001,0.004793863854266539,0.003835091083413231,0.003835091083413231,0.0031959092361776927,0.0015979546180888463,0.0031959092361776927,0.001278363694471077
2634,0.007797270955165692,0.007147498375568551,0.006172839506172839,0.007472384665367121,0.004548408057179987,0.002599090318388564,0.0035737491877842753,0.004548408057179987
8985,0.006069802731411229,0.012139605462822459,0.0030349013657056147,0.0030349013657056147,0.007587253414264037,0.004552352048558422,0.004552352048558422,0.006069802731411229
3417,0.008349705304518664,0.004911591355599214,0.0019646365422396855,0.0029469548133595285,0.0014734774066797642,0.0029469548133595285,0.0029469548133595285,0.0014734774066797642
787,0.01144950767117014,0.008014655369819098,0.004808793221891459,0.006640714449278681,0.0036638424547744447,0.002976871994504236,0.0034348523013510417,0.0025188916876574307
6686,0.005079365079365079,0.006349206349206349,0.0031746031746031746,0.0019047619047619048,0.0012698412698412698,0.0038095238095238095,0.0025396825396825397,0.0031746031746031746
9004,0.006488240064882401,0.0113544201135442,0.0016220600162206002,0.0072992700729927005,0.0032441200324412004,0.0032441200324412004,0.0032441200324412004,0.0016220600162206002
7797,0.008421052631578947,0.0081203007518797,0.007518796992481203,0.002406015037593985,0.0036090225563909775,0.0036090225563909775,0.0015037593984962407,0.0033082706766917294
704,0.004038364462392731,0.004543160020191822,0.001514386673397274,0.004543160020191822,0.003028773346794548,0.005552751135790005,0.002523977788995457,0.0005047955577990914
7054,0.009787928221859706,0.0065252854812398045,0.000543773790103317,0.0032626427406199023,0.0032626427406199023,0.0038064165307232192,0.0016313213703099511,0.004893964110929853
513,0.007161703731624576,0.007161703731624576,0.00603090840557859,0.0041462495288352805,0.002638522427440633,0.003392385978137957,0.003392385978137957,0.005653976630229929
100,0.006497022198159177,0.004872766648619383,0.004872766648619383,0.0032485110990795887,0.0024363833243096914,0.002165674066053059,,0.0018949648077964266
8278,0.012465373961218837,0.006925207756232687,0.0034626038781163434,0.0034626038781163434,0.004155124653739612,0.0013850415512465374,,0.0013850415512465374
7264,0.005119453924914676,0.0008532423208191126,0.0034129692832764505,0.0017064846416382253,0.0008532423208191126,0.0017064846416382253,0.0034129692832764505,0.0017064846416382253
1607,0.00975800156128025,0.006049960967993755,0.003708040593286495,0.002146760343481655,0.003708040593286495,0.001366120218579235,0.002537080405932865,0.00195160031225605
1779,0.00750645085620455,0.005864414731409805,0.0028149190710767065,0.005160684963640629,0.00211118930330753,0.004456955195871452,0.0014074595355383533,0.003518648838845883
4748,0.004488330341113106,0.009874326750448833,0.004488330341113106,0.004488330341113106,0.0026929982046678637,0.0017953321364452424,0.0008976660682226212,0.0026929982046678637
6392,0.006806282722513089,0.005235602094240838,0.0020942408376963353,0.005235602094240838,0.0015706806282722514,,0.0036649214659685864,0.0005235602094240838
9808,0.008853910477127398,0.007870142646335464,0.0054107230693556324,0.008853910477127398,0.001967535661583866,0.002459419576979833,0.001967535661583866,0.003935071323167732
8282,0.010824742268041237,0.006701030927835051,0.002577319587628866,0.004639175257731959,0.005670103092783505,0.0036082474226804126,0.002061855670103093,0.005154639175257732
1378,0.007124895222129086,0.006286672254819782,0.002933780385582565,0.002514668901927913,0.002514668901927913,0.0037720033528918693,0.0012573344509639564,0.002514668901927913
816,0.0050471063257065945,0.009421265141318977,0.004037685060565276,0.003028263795423957,0.003028263795423957,0.004037685060565276,0.0023553162853297443,0.005383580080753701
6463,0.0038797284190106693,0.0038797284190106693,0.0009699321047526673,0.0009699321047526673,,0.0019398642095053346,0.0019398642095053346,0.0038797284190106693
7680,0.008415737428992216,0.007784557121817799,0.003787081843046497,0.003366294971596886,0.0025247212286976647,0.0029455081001472753,0.0031559015358720807,0.0012623606143488324
6637,0.012585812356979404,0.005720823798627002,0.003432494279176201,0.009153318077803204,0.0011441647597254005,0.0011441647597254005,0.004576659038901602,0.005720823798627002
7640,0.007489597780859916,0.006102635228848821,0.003883495145631068,0.004160887656033287,0.001664355062413315,0.004438280166435506,0.002219140083217753,0.0024965325936199723
4792,0.010999083409715857,0.007332722273143905,0.00458295142071494,0.005499541704857928,0.0036663611365719525,0.005957836846929423,0.001374885426214482,0.00045829514207149406
298,0.007149518184644078,0.005906123717749456,0.003730183400683867,0.004041032017407522,0.002175940317065589,0.003108486167236556,0.0024867889337892445,0.0027976375505129004
4940,0.0069138906348208675,0.0056568196103079825,0.0056568196103079825,0.0043997485857950975,0.006285355122564425,0.001257071024512885,0.0031426775612822125,0.0018856065367693275
8828,0.005068790731354091,0.004344677769732078,0.002896451846488052,0.003620564808110065,0.000724112961622013,0.001448225923244026,0.000724112961622013,0.001448225923244026
3016,0.0084530853761623,0.00253592561284869,0.002113271344040575,0.0033812341504649195,0.0029585798816568047,0.0029585798816568047,0.0038038884192730348,0.00507185122569738
4404,0.00441306266548985,0.00617828773168579,0.00441306266548985,0.00441306266548985,0.00264783759929391,0.00441306266548985,0.00529567519858782,0.00176522506619594
9107,0.0035087719298245615,,0.0011695906432748538,0.004678362573099415,0.005847953216374269,0.0035087719298245615,,0.0011695906432748538
6554,0.008983717012914094,0.0072992700729927005,0.002807411566535654,0.0050533408197641775,0.002807411566535654,0.0050533408197641775,0.0050533408197641775,0.0011229646266142617
2361,0.00882223202470225,0.005734450816056462,0.0035288928098809,0.0035288928098809,0.0022055580061755625,0.0030877812086457872,0.002646669607410675,0.004411116012351125
10077,0.0037243947858473,0.0037243947858473,0.00931098696461825,0.00186219739292365,0.0037243947858473,0.00186219739292365,0.00186219739292365,
9615,0.00950734658599827,0.007346585998271392,0.003025064822817632,0.0012964563526361278,0.003025064822817632,0.0025929127052722557,0.003025064822817632,0.003025064822817632
3878,0.005136106831022085,0.004108885464817668,0.002054442732408834,0.004622496147919877,0.0025680534155110425,0.0005136106831022085,0.0030816640986132513,0.004622496147919877
7117,0.008374384236453201,0.00541871921182266,0.00541871921182266,0.0034482758620689655,0.001477832512315271,0.003940886699507389,0.0024630541871921183,0.002955665024630542
6693,0.008110300081103,0.0032441200324412004,0.0040551500405515,0.0040551500405515,0.0056772100567721,0.004866180048661801,0.0024330900243309003,0.0032441200324412004
3697,0.008032128514056224,0.010441767068273093,0.0036144578313253013,0.00321285140562249,0.004819277108433735,0.002811244979919679,0.005220883534136547,0.0024096385542168677
8780,0.006484149855907781,0.005763688760806916,0.004322766570605188,0.0007204610951008645,0.0007204610951008645,0.004322766570605188,0.005043227665706052,0.0036023054755043226
4244,0.013566986998304126,0.010175240248728096,0.0022611644997173543,0.0022611644997173543,0.006783493499152063,0.005652911249293386,0.0022611644997173543,0.0016958733747880158
